%DATA MadgeTech Data File                       
%FORMAT CSV                                     
%VERSION 2.02.00                                
%BEGIN

"[Device]"
"DeviceType","&H0126"
"7404","41190.5","+0","0","","&B10000000","&B00000000"
"7405","41190.5034722222","+0","0","","&B10000000","&B00000000"
"7406","41190.5069444444","+0","0","","&B10000000","&B00000000"
"7407","41190.5104166667","+0","0","","&B10000000","&B00000000"
"7408","41190.5138888889","+0","0","","&B10000000","&B00000000"
"7409","41190.5173611111","+0","0","","&B10000000","&B00000000"
"7410","41190.5208333333","+0","0","","&B10000000","&B00000000"
"7411","41190.5243055556","+0","0","","&B10000000","&B00000000"
"7412","41190.5277777778","+0","0","","&B10000000","&B00000000"
"7413","41190.53125","+0","0","","&B10000000","&B00000000"
"7414","41190.5347222222","+0","0","","&B10000000","&B00000000"
"7415","41190.5381944444","+0","0","","&B10000000","&B00000000"
"7416","41190.5416666667","+0","0","","&B10000000","&B00000000"
"7417","41190.5451388889","+0","0","","&B10000000","&B00000000"
"7418","41190.5486111111","+0","0","","&B10000000","&B00000000"
"7419","41190.5520833333","+0","0","","&B10000000","&B00000000"
"7420","41190.5555555556","+0","0","","&B10000000","&B00000000"
"7421","41190.5590277778","+0","0","","&B10000000","&B00000000"
"7422","41190.5625","+0","0","","&B10000000","&B00000000"
"7423","41190.5659722222","+0","0","","&B10000000","&B00000000"
"7424","41190.5694444444","+0","0","","&B10000000","&B00000000"
"7425","41190.5729166667","+0","0","","&B10000000","&B00000000"
"7426","41190.5763888889","+0","0","","&B10000000","&B00000000"
"7427","41190.5798611111","+0","0","","&B10000000","&B00000000"
"7428","41190.5833333333","+0","0","","&B10000000","&B00000000"
"7429","41190.5868055556","+0","0","","&B10000000","&B00000000"
"7430","41190.5902777778","+0","0","","&B10000000","&B00000000"
"7431","41190.59375","+0","0","","&B10000000","&B00000000"
"7432","41190.5972222222","+0","0","","&B10000000","&B00000000"
"7433","41190.6006944444","+0","0","","&B10000000","&B00000000"
"7434","41190.6041666667","+0","0","","&B10000000","&B00000000"
"7435","41190.6076388889","+0","0","","&B10000000","&B00000000"
"7436","41190.6111111111","+0","0","","&B10000000","&B00000000"
"7437","41190.6145833333","+0","0","","&B10000000","&B00000000"
"7438","41190.6180555556","+0","0","","&B10000000","&B00000000"
"7439","41190.6215277778","+0","0","","&B10000000","&B00000000"
"7440","41190.625","+0","0","","&B10000000","&B00000000"
"7441","41190.6284722222","+0","0","","&B10000000","&B00000000"
"7442","41190.6319444444","+0","0","","&B10000000","&B00000000"
"7443","41190.6354166667","+0","0","","&B10000000","&B00000000"
"7444","41190.6388888889","+0","0","","&B10000000","&B00000000"
"7445","41190.6423611111","+0","0","","&B10000000","&B00000000"
"7446","41190.6458333333","+0","0","","&B10000000","&B00000000"
"7447","41190.6493055556","+0","0","","&B10000000","&B00000000"
"7448","41190.6527777778","+0","0","","&B10000000","&B00000000"
"7449","41190.65625","+0","0","","&B10000000","&B00000000"
"7450","41190.6597222222","+0","0","","&B10000000","&B00000000"
"7451","41190.6631944444","+0","0","","&B10000000","&B00000000"
"7452","41190.6666666667","+0","0","","&B10000000","&B00000000"
"7453","41190.6701388889","+0","0","","&B10000000","&B00000000"
"7454","41190.6736111111","+0","0","","&B10000000","&B00000000"
"7455","41190.6770833333","+0","0","","&B10000000","&B00000000"
"7456","41190.6805555556","+0","0","","&B10000000","&B00000000"
"7457","41190.6840277778","+0","0","","&B10000000","&B00000000"
"7458","41190.6875","-0.005","0","","&B10000000","&B00000000"
"7459","41190.6909722222","+0","0","","&B10000000","&B00000000"
"7460","41190.6944444444","+0","0","","&B10000000","&B00000000"
"7461","41190.6979166667","+0","0","","&B10000000","&B00000000"
"7462","41190.7013888889","+0","0","","&B10000000","&B00000000"
"7463","41190.7048611111","+0","0","","&B10000000","&B00000000"
"7464","41190.7083333333","+0","0","","&B10000000","&B00000000"
"7465","41190.7118055556","+0","0","","&B10000000","&B00000000"
"7466","41190.7152777778","+0","0","","&B10000000","&B00000000"
"7467","41190.71875","+0","0","","&B10000000","&B00000000"
"7468","41190.7222222222","+0","0","","&B10000000","&B00000000"
"7469","41190.7256944444","+0","0","","&B10000000","&B00000000"
"7470","41190.7291666667","+0","0","","&B10000000","&B00000000"
"7471","41190.7326388889","+0","0","","&B10000000","&B00000000"
"7472","41190.7361111111","+0","0","","&B10000000","&B00000000"
"7473","41190.7395833333","+0","0","","&B10000000","&B00000000"
"7474","41190.7430555556","+0","0","","&B10000000","&B00000000"
"7475","41190.7465277778","+0","0","","&B10000000","&B00000000"
"7476","41190.75","+0","0","","&B10000000","&B00000000"
"7477","41190.7534722222","+0","0","","&B10000000","&B00000000"
"7478","41190.7569444444","+0","0","","&B10000000","&B00000000"
"7479","41190.7604166667","+0","0","","&B10000000","&B00000000"
"7480","41190.7638888889","+0","0","","&B10000000","&B00000000"
"7481","41190.7673611111","+0","0","","&B10000000","&B00000000"
"7482","41190.7708333333","+0","0","","&B10000000","&B00000000"
"7483","41190.7743055556","+0","0","","&B10000000","&B00000000"
"7484","41190.7777777778","+0","0","","&B10000000","&B00000000"
"7485","41190.78125","+0","0","","&B10000000","&B00000000"
"7486","41190.7847222222","+0","0","","&B10000000","&B00000000"
"7487","41190.7881944444","+0","0","","&B10000000","&B00000000"
"7488","41190.7916666667","+0","0","","&B10000000","&B00000000"
"7489","41190.7951388889","+0","0","","&B10000000","&B00000000"
"7490","41190.7986111111","+0","0","","&B10000000","&B00000000"
"7491","41190.8020833333","+0","0","","&B10000000","&B00000000"
"7492","41190.8055555556","+0","0","","&B10000000","&B00000000"
"7493","41190.8090277778","+0","0","","&B10000000","&B00000000"
"7494","41190.8125","+0","0","","&B10000000","&B00000000"
"7495","41190.8159722222","+0","0","","&B10000000","&B00000000"
"7496","41190.8194444444","+0","0","","&B10000000","&B00000000"
"7497","41190.8229166667","+0","0","","&B10000000","&B00000000"
"7498","41190.8263888889","+0","0","","&B10000000","&B00000000"
"7499","41190.8298611111","+0","0","","&B10000000","&B00000000"
"7500","41190.8333333333","+0","0","","&B10000000","&B00000000"
"7501","41190.8368055556","+0","0","","&B10000000","&B00000000"
"7502","41190.8402777778","+0","0","","&B10000000","&B00000000"
"7503","41190.84375","+0","0","","&B10000000","&B00000000"
"7504","41190.8472222222","+0","0","","&B10000000","&B00000000"
"7505","41190.8506944444","+0","0","","&B10000000","&B00000000"
"7506","41190.8541666667","+0","0","","&B10000000","&B00000000"
"7507","41190.8576388889","+0","0","","&B10000000","&B00000000"
"7508","41190.8611111111","+0","0","","&B10000000","&B00000000"
"7509","41190.8645833333","+0","0","","&B10000000","&B00000000"
"7510","41190.8680555556","+0","0","","&B10000000","&B00000000"
"7511","41190.8715277778","+0","0","","&B10000000","&B00000000"
"7512","41190.875","+0","0","","&B10000000","&B00000000"
"7513","41190.8784722222","+0","0","","&B10000000","&B00000000"
"7514","41190.8819444444","+0","0","","&B10000000","&B00000000"
"7515","41190.8854166667","+0","0","","&B10000000","&B00000000"
"7516","41190.8888888889","+0","0","","&B10000000","&B00000000"
"7517","41190.8923611111","+0","0","","&B10000000","&B00000000"
"7518","41190.8958333333","+0","0","","&B10000000","&B00000000"
"7519","41190.8993055556","+0","0","","&B10000000","&B00000000"
"7520","41190.9027777778","+0","0","","&B10000000","&B00000000"
"7521","41190.90625","+0","0","","&B10000000","&B00000000"
"7522","41190.9097222222","-0.005","0","","&B10000000","&B00000000"
"7523","41190.9131944444","+0","0","","&B10000000","&B00000000"
"7524","41190.9166666667","+0","0","","&B10000000","&B00000000"
"7525","41190.9201388889","-0.005","0","","&B10000000","&B00000000"
"7526","41190.9236111111","+0","0","","&B10000000","&B00000000"
"7527","41190.9270833333","+0","0","","&B10000000","&B00000000"
"7528","41190.9305555556","+0","0","","&B10000000","&B00000000"
"7529","41190.9340277778","+0","0","","&B10000000","&B00000000"
"7530","41190.9375","+0","0","","&B10000000","&B00000000"
"7531","41190.9409722222","+0","0","","&B10000000","&B00000000"
"7532","41190.9444444444","+0","0","","&B10000000","&B00000000"
"7533","41190.9479166667","+0","0","","&B10000000","&B00000000"
"7534","41190.9513888889","+0","0","","&B10000000","&B00000000"
"7535","41190.9548611111","+0","0","","&B10000000","&B00000000"
"7536","41190.9583333333","+0","0","","&B10000000","&B00000000"
"7537","41190.9618055556","+0","0","","&B10000000","&B00000000"
"7538","41190.9652777778","+0","0","","&B10000000","&B00000000"
"7539","41190.96875","+0","0","","&B10000000","&B00000000"
"7540","41190.9722222222","+0","0","","&B10000000","&B00000000"
"7541","41190.9756944444","+0","0","","&B10000000","&B00000000"
"7542","41190.9791666667","+0","0","","&B10000000","&B00000000"
"7543","41190.9826388889","+0","0","","&B10000000","&B00000000"
"7544","41190.9861111111","+0","0","","&B10000000","&B00000000"
"7545","41190.9895833333","+0","0","","&B10000000","&B00000000"
"7546","41190.9930555556","+0","0","","&B10000000","&B00000000"
"7547","41190.9965277778","+0","0","","&B10000000","&B00000000"
"7548","41191","+0","0","","&B10000000","&B00000000"
"7549","41191.0034722222","+0","0","","&B10000000","&B00000000"
"7550","41191.0069444444","+0","0","","&B10000000","&B00000000"
"7551","41191.0104166667","+0","0","","&B10000000","&B00000000"
"7552","41191.0138888889","+0","0","","&B10000000","&B00000000"
"7553","41191.0173611111","+0","0","","&B10000000","&B00000000"
"7554","41191.0208333333","+0","0","","&B10000000","&B00000000"
"7555","41191.0243055556","+0","0","","&B10000000","&B00000000"
"7556","41191.0277777778","+0","0","","&B10000000","&B00000000"
"7557","41191.03125","+0","0","","&B10000000","&B00000000"
"7558","41191.0347222222","+0","0","","&B10000000","&B00000000"
"7559","41191.0381944444","+0","0","","&B10000000","&B00000000"
"7560","41191.0416666667","+0","0","","&B10000000","&B00000000"
"7561","41191.0451388889","+0","0","","&B10000000","&B00000000"
"7562","41191.0486111111","+0","0","","&B10000000","&B00000000"
"7563","41191.0520833333","+0","0","","&B10000000","&B00000000"
"7564","41191.0555555556","+0","0","","&B10000000","&B00000000"
"7565","41191.0590277778","+0","0","","&B10000000","&B00000000"
"7566","41191.0625","+0","0","","&B10000000","&B00000000"
"7567","41191.0659722222","-0.005","0","","&B10000000","&B00000000"
"7568","41191.0694444444","+0","0","","&B10000000","&B00000000"
"7569","41191.0729166667","+0","0","","&B10000000","&B00000000"
"7570","41191.0763888889","+0","0","","&B10000000","&B00000000"
"7571","41191.0798611111","+0","0","","&B10000000","&B00000000"
"7572","41191.0833333333","+0","0","","&B10000000","&B00000000"
"7573","41191.0868055556","+0","0","","&B10000000","&B00000000"
"7574","41191.0902777778","-0.005","0","","&B10000000","&B00000000"
"7575","41191.09375","+0","0","","&B10000000","&B00000000"
"7576","41191.0972222222","+0","0","","&B10000000","&B00000000"
"7577","41191.1006944444","+0","0","","&B10000000","&B00000000"
"7578","41191.1041666667","+0","0","","&B10000000","&B00000000"
"7579","41191.1076388889","+0","0","","&B10000000","&B00000000"
"7580","41191.1111111111","+0","0","","&B10000000","&B00000000"
"7581","41191.1145833333","+0","0","","&B10000000","&B00000000"
"7582","41191.1180555556","+0","0","","&B10000000","&B00000000"
"7583","41191.1215277778","+0","0","","&B10000000","&B00000000"
"7584","41191.125","+0","0","","&B10000000","&B00000000"
"7585","41191.1284722222","+0","0","","&B10000000","&B00000000"
"7586","41191.1319444444","+0","0","","&B10000000","&B00000000"
"7587","41191.1354166667","+0","0","","&B10000000","&B00000000"
"7588","41191.1388888889","+0","0","","&B10000000","&B00000000"
"7589","41191.1423611111","+0","0","","&B10000000","&B00000000"
"7590","41191.1458333333","+0","0","","&B10000000","&B00000000"
"7591","41191.1493055556","+0","0","","&B10000000","&B00000000"
"7592","41191.1527777778","+0","0","","&B10000000","&B00000000"
"7593","41191.15625","+0","0","","&B10000000","&B00000000"
"7594","41191.1597222222","+0","0","","&B10000000","&B00000000"
"7595","41191.1631944444","+0","0","","&B10000000","&B00000000"
"7596","41191.1666666667","+0","0","","&B10000000","&B00000000"
"7597","41191.1701388889","+0","0","","&B10000000","&B00000000"
"7598","41191.1736111111","+0","0","","&B10000000","&B00000000"
"7599","41191.1770833333","+0","0","","&B10000000","&B00000000"
"7600","41191.1805555556","+0","0","","&B10000000","&B00000000"
"7601","41191.1840277778","+0","0","","&B10000000","&B00000000"
"7602","41191.1875","+0","0","","&B10000000","&B00000000"
"7603","41191.1909722222","+0","0","","&B10000000","&B00000000"
"7604","41191.1944444444","+0","0","","&B10000000","&B00000000"
"7605","41191.1979166667","+0","0","","&B10000000","&B00000000"
"7606","41191.2013888889","+0","0","","&B10000000","&B00000000"
"7607","41191.2048611111","+0","0","","&B10000000","&B00000000"
"7608","41191.2083333333","+0","0","","&B10000000","&B00000000"
"7609","41191.2118055556","+0","0","","&B10000000","&B00000000"
"7610","41191.2152777778","+0","0","","&B10000000","&B00000000"
"7611","41191.21875","+0","0","","&B10000000","&B00000000"
"7612","41191.2222222222","+0","0","","&B10000000","&B00000000"
"7613","41191.2256944444","+0","0","","&B10000000","&B00000000"
"7614","41191.2291666667","+0","0","","&B10000000","&B00000000"
"7615","41191.2326388889","+0","0","","&B10000000","&B00000000"
"7616","41191.2361111111","+0","0","","&B10000000","&B00000000"
"7617","41191.2395833333","+0","0","","&B10000000","&B00000000"
"7618","41191.2430555556","+0","0","","&B10000000","&B00000000"
"7619","41191.2465277778","+0","0","","&B10000000","&B00000000"
"7620","41191.25","+0","0","","&B10000000","&B00000000"
"7621","41191.2534722222","+0","0","","&B10000000","&B00000000"
"7622","41191.2569444444","+0","0","","&B10000000","&B00000000"
"7623","41191.2604166667","+0","0","","&B10000000","&B00000000"
"7624","41191.2638888889","+0","0","","&B10000000","&B00000000"
"7625","41191.2673611111","+0","0","","&B10000000","&B00000000"
"7626","41191.2708333333","+0","0","","&B10000000","&B00000000"
"7627","41191.2743055556","+0","0","","&B10000000","&B00000000"
"7628","41191.2777777778","+0","0","","&B10000000","&B00000000"
"7629","41191.28125","+0","0","","&B10000000","&B00000000"
"7630","41191.2847222222","+0","0","","&B10000000","&B00000000"
"7631","41191.2881944444","+0","0","","&B10000000","&B00000000"
"7632","41191.2916666667","+0","0","","&B10000000","&B00000000"
"7633","41191.2951388889","+0","0","","&B10000000","&B00000000"
"7634","41191.2986111111","+0","0","","&B10000000","&B00000000"
"7635","41191.3020833333","+0","0","","&B10000000","&B00000000"
"7636","41191.3055555556","+0","0","","&B10000000","&B00000000"
"7637","41191.3090277778","+0","0","","&B10000000","&B00000000"
"7638","41191.3125","+0","0","","&B10000000","&B00000000"
"7639","41191.3159722222","-0.005","0","","&B10000000","&B00000000"
"7640","41191.3194444444","+0","0","","&B10000000","&B00000000"
"7641","41191.3229166667","+0","0","","&B10000000","&B00000000"
"7642","41191.3263888889","+0","0","","&B10000000","&B00000000"
"7643","41191.3298611111","+0","0","","&B10000000","&B00000000"
"7644","41191.3333333333","+0","0","","&B10000000","&B00000000"
"7645","41191.3368055556","+0","0","","&B10000000","&B00000000"
"7646","41191.3402777778","+0","0","","&B10000000","&B00000000"
"7647","41191.34375","+0","0","","&B10000000","&B00000000"
"7648","41191.3472222222","+0","0","","&B10000000","&B00000000"
"7649","41191.3506944444","+0","0","","&B10000000","&B00000000"
"7650","41191.3541666667","+0","0","","&B10000000","&B00000000"
"7651","41191.3576388889","+0","0","","&B10000000","&B00000000"
"7652","41191.3611111111","+0","0","","&B10000000","&B00000000"
"7653","41191.3645833333","+0","0","","&B10000000","&B00000000"
"7654","41191.3680555556","+0","0","","&B10000000","&B00000000"
"7655","41191.3715277778","+0","0","","&B10000000","&B00000000"
"7656","41191.375","+0","0","","&B10000000","&B00000000"
"7657","41191.3784722222","+0","0","","&B10000000","&B00000000"
"7658","41191.3819444444","+0","0","","&B10000000","&B00000000"
"7659","41191.3854166667","-0.005","0","","&B10000000","&B00000000"
"7660","41191.3888888889","+0","0","","&B10000000","&B00000000"
"7661","41191.3923611111","+0","0","","&B10000000","&B00000000"
